"No.","Time","Source","Destination","Protocol","Length","Info"
"209","92.299647","NexoCommunic_00:07:01","50:00:00:ae:f7:03","ARP","42","10.0.40.10 is at 00:50:00:00:07:01 (duplicate use of 10.0.40.1 detected!)"
